time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2020-09-29T03:05:43Z,161,0,0,0,0,0,41369156,1467,38223267,0,0,0,0,0,0,84922,0,0,0,0,0,0,0,2122,28,0,-90,1,5,38607,0,0,0,0,0, ,0,0,0,0,0,0,84845,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,173,238554352,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,83646,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:06:43Z,161,0,0,0,0,0,41375228,1467,38229339,0,0,0,0,0,0,83669,0,0,0,0,0,0,0,2127,28,0,-94,1,5,38919,0,0,0,0,0, ,0,0,0,0,0,0,83599,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,153,188531208,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,550,0,22,0,1100,0,0,0,0,0,0,0,0,0,0,82710,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:07:43Z,161,0,0,0,0,0,41431740,1467,38285851,0,0,0,0,0,0,87344,0,0,0,0,0,0,0,2135,29,0,-99,1,5,40641,0,0,0,0,0, ,0,0,0,0,0,0,87262,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,169,141894880,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,86089,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:08:43Z,161,0,0,0,0,0,41420852,1467,38274963,0,0,0,0,0,0,88001,0,0,0,0,0,0,0,2143,29,0,-106,1,5,41115,0,0,0,0,0, ,0,0,0,0,0,0,87881,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,281,178370264,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,900,0,36,0,1800,0,0,0,0,0,0,0,0,0,0,86709,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:09:43Z,161,0,0,0,0,0,41507716,1467,38361827,0,0,0,0,0,0,93580,0,0,0,0,0,0,0,2153,30,0,-112,1,5,42677,0,0,0,0,0, ,0,0,0,0,0,0,93480,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,168,188380824,7,0,0,0,0,0,0,0,0,0,0,1,0,6,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,92082,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:10:43Z,161,0,0,0,0,0,41531364,1467,38385475,0,0,0,0,0,0,92801,0,0,0,0,0,0,0,2159,30,0,-117,1,5,42703,0,0,0,0,0, ,0,0,0,0,0,0,92719,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,164,167084784,5,0,0,0,0,0,0,0,0,0,0,1,0,5,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,91527,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:11:43Z,161,0,0,0,0,0,41569020,1467,38423131,0,0,0,0,0,0,93301,0,0,0,0,0,0,0,2163,30,0,-122,1,5,42136,0,0,0,0,0, ,0,0,0,0,0,0,93217,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,127,208961168,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,600,0,24,0,1200,0,0,0,0,0,0,0,0,0,0,92078,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:12:43Z,161,0,0,0,0,0,41639908,1467,38494019,0,0,0,0,0,0,83844,0,0,0,0,0,0,0,2175,30,0,-128,1,5,38584,0,0,0,0,0, ,0,0,0,0,0,0,83750,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,99,260532808,3,0,0,0,0,0,0,0,0,0,0,1,0,6,0,700,0,28,0,1400,0,0,0,0,0,0,0,0,0,0,82615,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:13:43Z,161,0,0,0,0,0,41628076,1467,38482187,0,0,0,0,0,0,91850,0,0,0,0,0,0,0,2179,30,0,-133,1,5,42384,0,0,0,0,0, ,0,0,0,0,0,0,91770,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,120,178638360,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,650,0,26,0,1300,0,0,0,0,0,0,0,0,0,0,90764,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:14:43Z,161,0,0,0,0,0,41679324,1467,38533435,0,0,0,0,0,0,70986,0,0,0,0,0,0,0,2182,31,0,-136,1,5,31431,0,0,0,0,0, ,0,0,0,0,0,0,69583,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,114,152837544,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,342,0,690,0,684,0,0,0,0,0,0,0,0,0,0,68740,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29T03:15:16Z,223742,0,0,0,0,0,43373321,2707,40003851,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2182,31,0,-136,1,5,12,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,2,369,1,0,728,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601347542661,3145728,0,0,684,0,1,356,0,8,1,0,0,3,5,0,0,0,0,0,0,114,3,0,0,10240,5,35905897,38,0,0,0,1,0,0,0,0,257695144,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
